age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
19,24061.95,1.5,22630.69,48,10.44,578,5,0,1426.3958866467779,-1,1
24,22007.07,15.8,15863.23,36,10.44,578,4,1,1318.7774466819699,-1,1
30,176981.09,0.2,8531.78,48,8.92,654,3,1,14536.43440631628,-1,0
37,52478.61,1.4,7320.59,48,7.799999999999999,710,3,0,4195.186968113964,-1,0
34,15000.0,2.8,6234.18,36,11.379999999999999,531,3,0,1044.7772501932918,-1,0
33,83250.89,12.1,8136.06,24,6.619999999999999,769,2,1,6574.701761703906,-1,0
29,159697.96,9.3,8827.78,24,8.06,697,2,0,12908.665139120847,-1,1
31,18283.02,11.0,3596.9,24,10.42,579,6,0,1356.908188341151,-1,0
49,70044.64,8.5,19283.19,36,12.54,473,2,0,5191.5906910798,-1,1
27,36102.25,5.8,12334.68,48,10.12,594,1,0,2694.970164531486,-1,1
43,53188.56,2.1,46572.36,36,5.52,824,2,0,3025.6654316099075,-1,0
51,132161.48,1.7,25454.33,48,6.98,751,6,1,10404.157215584459,-1,0
24,29065.3,1.7,7119.87,12,8.48,676,4,0,1801.180755645003,-1,0
39,29299.28,8.1,14705.23,12,7.719999999999999,714,2,1,1164.324796971459,-1,0
26,86235.62,8.8,39198.4,12,5.0,850,2,0,3830.6253525296033,-1,0
30,24662.68,6.9,18844.56,48,13.26,437,1,0,1547.235802165888,-1,1
35,36611.43,0.0,21767.62,36,6.699999999999999,765,6,0,2381.8133119106687,-1,0
31,15000.0,0.2,10380.5,36,9.34,633,3,0,918.2578095334525,-1,0
25,95949.37,13.0,7058.26,48,10.08,596,5,3,7816.493828266498,-1,1
48,40102.67,0.5,20802.01,60,6.959999999999999,752,7,0,2930.3769004200944,-1,0
32,79340.3,1.2,27396.15,36,8.0,700,3,0,5753.195898030481,-1,0
49,25544.81,1.0,5056.24,60,8.64,668,2,2,2024.6561575426617,-1,0
18,64226.73,0.9,2570.83,48,5.0,850,2,0,5293.023101209775,-1,0
42,26515.91,3.8,27533.63,48,5.0,850,1,0,1575.5791183311048,-1,0
46,43305.96,16.8,4986.02,36,9.719999999999999,614,3,0,3448.5998167283296,-1,0
52,63373.62,7.3,4801.67,24,10.82,559,3,0,5057.740601998214,-1,1
32,27644.07,5.2,5077.55,48,8.08,696,3,0,2179.523904661163,-1,0
21,15000.0,0.8,8775.44,36,11.08,546,5,0,962.3707799587994,-1,0
34,15353.24,0.7,5860.82,48,12.92,454,3,0,1122.4381522197368,-1,0
36,17165.28,5.4,5115.85,48,5.0,850,4,1,1312.6255884866075,-1,0
30,28010.88,13.3,8976.35,48,8.78,661,3,1,2111.7996731303274,-1,0
18,31602.82,3.0,12209.51,24,9.12,644,2,0,2075.1075417327665,-1,0
29,19396.29,6.1,20775.46,60,8.12,694,3,0,1193.9119329149457,-1,0
39,88030.72,5.9,8443.25,36,6.48,776,6,0,7077.192993412541,-1,0
24,34405.57,0.3,14045.28,48,9.799999999999999,610,1,0,2512.253763110981,-1,0
29,72868.23,9.4,29479.46,36,5.0,850,4,0,5188.8266376388965,-1,0
40,16547.15,10.5,7539.39,48,13.44,428,5,0,1175.015857246848,-1,0
24,41595.42,0.2,5493.33,24,6.9399999999999995,753,5,1,3220.48384214898,-1,0
27,59982.95,10.5,11667.91,48,9.799999999999999,610,6,0,4703.770254603818,-1,0
41,16532.11,2.0,4121.5,36,10.379999999999999,581,1,0,1243.9501011899474,-1,0
44,21824.2,3.1,8135.16,24,10.66,567,3,0,1440.8039924729565,-1,1
37,170203.13,14.4,16041.37,36,7.140000000000001,743,4,0,13687.255774110177,-1,0
30,94072.16,4.9,21020.99,24,10.02,599,2,0,6869.140575818619,-1,0
24,15000.0,1.9,12646.91,36,14.92,354,5,0,812.0860077750126,-1,0
22,44238.65,14.9,9622.54,36,8.34,683,3,0,3383.5071747179454,-1,0
32,49074.76,1.5,4638.32,36,6.4,780,3,0,3947.6144725793056,-1,0
51,45791.6,0.7,8993.57,48,10.26,587,4,0,3586.7418885711945,-1,0
54,58772.81,4.3,29991.29,12,8.74,663,2,0,2278.566223421915,-1,0
41,43785.04,11.0,4502.99,48,8.379999999999999,681,5,0,3538.017208343779,-1,0
41,51138.49,8.4,16207.76,60,11.4,530,2,0,3905.9030668126684,-1,1
38,103869.84,5.2,8708.04,24,9.48,626,2,0,8256.07489978028,-1,1
40,33495.95,1.3,2483.34,48,12.2,490,4,0,2725.6891746994543,-1,1
29,98228.56,0.1,15185.53,24,9.52,624,3,1,7488.337651477084,-1,1
36,30611.56,2.1,10470.17,12,5.32,834,2,1,1653.102321751514,-1,0
46,141382.22,33.7,21084.92,48,5.32,834,5,1,11293.218520769784,-1,0
31,35693.06,4.5,5128.16,24,6.84,758,2,0,2745.1925064867523,-1,0
33,15000.0,0.4,25593.04,60,11.24,538,2,0,690.477166191969,-1,0
43,34519.01,5.9,8513.66,36,8.219999999999999,689,2,0,2608.9321069778293,-1,0
26,33478.14,0.2,24302.27,12,11.32,534,0,0,638.3409187930611,-1,0
19,34741.41,10.6,49962.54,12,10.879999999999999,556,3,0,-1517.8585284744186,-1,0
36,24703.09,0.7,5879.26,12,9.12,644,2,0,1544.1136400534479,-1,1
34,49912.76,1.6,15206.78,36,6.719999999999999,764,6,1,3691.7997755302563,-1,1
31,63648.03,13.3,10966.53,24,6.799999999999999,760,1,0,4813.996382742619,-1,0
21,15000.0,0.7,10947.71,48,9.1,645,1,1,977.0456412972514,-1,0
47,33747.43,0.0,9606.88,36,8.9,655,3,1,2507.2365377761053,-1,0
27,76110.48,5.9,8003.55,12,7.219999999999999,739,1,0,5649.206876554612,-1,0
44,15000.0,2.9,9137.93,24,6.879999999999999,756,4,0,841.3682379817621,-1,0
55,57081.29,3.5,8169.38,24,11.42,529,3,0,4374.422076043232,-1,0
29,70429.72,12.9,3485.66,24,8.5,675,3,0,5710.700305626281,-1,0
29,21863.2,1.1,15472.15,36,5.960000000000001,802,1,0,1351.5209209613427,-1,0
27,24997.18,5.0,33022.11,36,11.1,545,2,0,1000.4323382001937,-1,1
22,20790.54,5.4,4387.4,36,11.74,513,5,0,1587.3647686954832,-1,0
59,23027.5,6.9,20668.49,36,10.2,590,2,1,1250.1018656143265,-1,1
34,93659.03,8.6,9724.97,12,7.82,709,3,0,6959.768457025972,-1,0
38,21757.17,6.8,24877.77,60,7.32,734,4,0,1316.7232213847553,-1,1
30,17215.16,11.7,6541.95,24,10.86,557,8,0,1130.1155609654336,-1,0
33,87303.06,3.5,32441.21,36,7.859999999999999,707,2,0,6260.75929198492,-1,0
29,34371.62,2.0,5999.6,24,6.34,783,4,0,2597.475627034298,-1,0
43,50732.0,5.2,2471.93,24,9.14,643,2,0,4114.578332126584,-1,0
40,31846.48,6.9,4531.48,48,11.28,536,3,0,2536.1377357875226,-1,0
59,16616.58,13.6,28851.1,48,8.379999999999999,681,5,1,675.2177513527402,-1,0
32,28169.67,0.1,3847.17,24,9.56,622,3,0,2170.725396669185,-1,1
46,19536.35,5.3,14771.26,24,10.7,565,3,0,941.6282339319717,-1,1
23,42266.66,0.5,32868.21,48,8.959999999999999,652,2,0,2704.9190035591837,-1,1
47,19279.28,0.0,15075.54,36,12.12,494,2,0,1105.018526009367,-1,0
18,37578.74,10.3,16018.42,60,9.58,621,3,0,2794.51844277463,-1,0
35,22414.64,5.0,23484.14,12,13.879999999999999,406,5,0,-239.36083515317364,-1,0
21,56089.19,2.8,98736.42,60,9.68,616,3,2,2591.75454922231,-1,0
42,93163.61,2.4,22181.46,12,9.84,608,2,0,5815.181668610593,-1,0
19,44483.24,11.8,32790.51,12,9.64,618,4,0,829.6172032336053,-1,1
49,15000.0,5.0,17556.51,12,10.54,573,1,1,-297.9089400889843,-1,1
46,48134.83,11.7,43880.94,12,10.08,596,0,0,151.77117853758955,-1,1
34,25453.67,2.9,4599.11,12,10.32,584,5,0,1716.1195283649931,-1,0
43,20002.65,4.1,12530.55,60,8.879999999999999,656,3,1,1407.5030612943528,-1,1
34,69205.27,10.1,14308.05,36,9.1,645,3,1,5311.4474611003325,-1,0
29,69119.07,7.9,13578.92,24,5.940000000000001,803,1,0,5158.463527841293,-1,0
31,51263.71,9.7,9976.99,36,10.54,573,4,0,3947.5110688510654,-1,1
39,47091.36,8.0,4663.15,60,7.119999999999999,744,2,0,3831.6798029383926,-1,0
18,15000.0,9.0,5519.38,36,10.9,555,4,0,1069.563845058647,-1,0
38,95280.65,4.9,21677.46,48,7.640000000000001,718,0,0,7414.499532295419,-1,0
32,64319.78,1.2,6175.71,12,6.879999999999999,756,2,0,4825.959155031643,-1,0
35,15000.0,15.8,10384.82,48,7.5,725,2,0,998.906455579013,-1,0
26,81416.19,8.8,23183.02,48,9.34,633,1,2,6204.022052961051,-1,0
35,32615.72,3.1,27493.19,24,13.48,426,3,1,1404.6931332219383,-1,0
45,37951.4,11.8,13267.53,36,5.440000000000001,828,5,0,2762.350586898267,-1,0
47,45118.52,1.8,17722.2,24,10.62,569,3,0,2937.0063753565005,-1,0
37,15000.0,5.3,20318.47,36,9.68,616,1,1,597.428493665877,-1,0
42,31913.11,2.3,8257.24,36,9.14,643,3,0,2396.309454585168,-1,0
41,37930.3,0.6,7802.63,36,5.0,850,2,0,2927.006512457557,-1,0
18,29995.22,12.5,14588.06,60,11.1,545,1,0,2181.6938902092347,-1,1
29,26878.18,13.2,27983.54,36,7.459999999999999,727,3,1,1369.9002202449774,-1,1
40,83323.92,7.0,5992.65,36,6.0600000000000005,797,3,0,6761.1890153896675,-1,0
51,27125.94,10.7,18160.07,12,9.74,613,4,0,666.1314814760653,-1,0
39,23466.09,0.8,18741.25,12,8.84,658,1,0,317.94772300922295,-1,1
40,15000.0,2.9,5952.27,48,10.66,567,1,0,1097.1414260632514,-1,0
35,40294.56,22.8,11754.87,24,7.640000000000001,718,6,0,2828.1670104052973,-1,0
41,25984.02,8.8,16751.18,48,8.219999999999999,689,1,0,1754.6576686314672,-1,0
18,29171.57,2.7,78927.22,60,8.48,676,4,0,812.4120776135899,-1,0
34,77073.5,7.9,37385.1,36,9.44,628,1,2,5226.284913825515,-1,0
33,262214.17,0.6,19392.26,24,8.44,678,2,0,20970.224732626622,-1,0
22,16616.33,9.4,20810.99,36,10.2,590,5,1,711.2262325730019,-1,1
20,20030.16,3.7,19304.2,48,8.299999999999999,685,4,0,1195.18490787275,-1,0
48,29267.13,15.0,34404.87,36,9.98,601,6,0,1329.102149077205,-1,0
20,55512.64,14.5,43414.69,36,5.82,809,7,1,3308.8322789892527,-1,0
45,15000.0,1.1,4507.01,60,8.08,696,3,0,1158.4414319175007,-1,0
27,37377.55,4.8,11235.83,48,11.379999999999999,531,4,0,2822.322124065465,-1,1
42,70754.62,9.2,11033.26,24,5.579999999999998,821,4,1,5409.302887444989,-1,0
24,32487.0,0.9,3303.99,36,13.0,450,3,0,2595.9255195206433,-1,0
26,68790.55,1.2,5638.77,48,11.5,525,2,0,5585.435912585252,-1,0
31,47582.35,2.8,16023.66,12,10.64,568,3,0,2551.6875068572754,-1,0
19,23581.11,2.3,5429.13,36,9.24,638,2,0,1791.8405496854025,-1,0
36,51673.58,1.3,4404.57,60,5.0,850,0,0,4223.0119970952655,-1,0
41,30044.94,0.6,53388.7,48,8.52,674,0,0,1187.2999500215162,-1,0
23,15000.0,7.0,28819.88,36,9.92,604,2,1,321.1456227485444,-1,0
18,33728.04,1.9,16016.88,12,7.58,721,2,1,1420.4952168621332,-1,0
42,25149.05,0.9,14824.47,48,15.66,317,1,1,1678.201452444482,-1,0
43,19929.96,0.5,6566.17,36,7.039999999999999,748,3,0,1457.9656250473531,-1,1
19,15000.0,1.7,14433.73,36,8.28,686,6,0,795.8326453056927,-1,1
49,43027.89,2.4,4460.63,12,7.74,713,5,0,3198.1703327372406,-1,0
41,15000.0,8.2,53909.86,60,7.359999999999999,732,4,0,173.33990595680802,-1,0
44,45688.72,2.7,17957.92,48,6.58,771,5,3,3380.8591925110904,-1,0
21,32498.57,1.3,34477.46,48,7.219999999999999,739,4,0,1879.0848395974476,-1,0
39,15000.0,1.7,15856.01,60,9.16,642,4,0,919.6226791409281,-1,1
35,117521.77,1.2,6723.0,24,7.68,716,3,1,9490.398007576185,-1,0
21,38202.35,22.2,9122.7,48,7.119999999999999,744,3,1,2964.5665047814887,-1,0
36,15000.0,0.5,7096.51,48,10.42,579,5,0,1068.5794124223798,-1,0
52,39909.15,5.5,10244.99,24,5.960000000000001,802,2,0,2871.8829224849583,-1,0
36,40987.57,2.1,14421.6,24,11.86,507,3,0,2737.6985328181627,-1,0
18,20538.51,6.5,3543.82,48,9.0,650,6,0,1623.354389134405,-1,0
48,50786.38,11.5,10989.65,36,8.02,699,2,0,3887.7212407869088,-1,0
19,15331.92,10.6,10192.79,12,10.0,600,4,0,381.5518238008274,-1,1
40,57975.38,4.1,52797.76,48,8.299999999999999,685,3,0,3534.886109466035,-1,0
38,28639.92,0.7,5811.23,24,6.5,775,4,0,2127.7914872820356,-1,0
39,32022.28,2.5,8065.14,48,8.34,683,6,0,2470.3399905083893,-1,0
43,111686.84,8.4,7226.77,48,8.98,651,3,0,9127.466811510221,-1,0
25,102567.99,4.0,33711.87,36,14.48,376,2,0,7387.265781275401,-1,0
37,16684.13,0.7,26168.07,36,6.98,751,0,0,582.589402044672,-1,1
24,32731.86,0.7,16267.98,48,8.16,692,0,0,2329.283138250711,-1,0
30,36638.62,4.4,19004.93,36,8.1,695,6,1,2456.7957769503246,-1,0
29,15768.93,6.0,4218.42,36,9.94,603,2,1,1178.0797526929725,-1,0
34,31841.0,4.4,33848.72,48,7.4399999999999995,728,4,0,1835.9392410273285,-1,0
42,60432.55,0.7,8407.09,12,9.06,647,4,1,4300.599459988404,-1,0
23,47778.0,0.7,9676.37,36,7.16,742,2,0,3682.013407170607,-1,0
22,24871.2,2.6,11253.73,48,9.5,625,1,0,1789.8710031521878,-1,0
28,15000.0,5.6,13767.26,24,8.9,655,3,0,621.677753974401,-1,1
26,23520.35,1.2,7791.21,48,8.6,670,4,0,1767.6210081476415,-1,1
34,95578.52,1.3,12622.77,48,9.24,638,2,0,7649.318036602942,-1,1
50,72377.74,0.4,15859.88,48,9.08,646,4,0,5636.201807267477,-1,0
42,37390.43,3.2,2377.39,12,10.299999999999999,585,4,1,2906.526959008813,-1,0
30,31072.43,0.9,9829.54,24,12.26,487,6,1,2125.464200876051,-1,0
21,25508.75,2.4,13195.19,12,7.619999999999999,719,2,0,980.2173977237981,-1,0
30,85944.07,6.8,27339.21,24,8.0,700,5,1,5925.5274144814975,-1,0
27,30467.52,8.6,3488.7,24,6.640000000000001,768,2,0,2383.3306489290476,-1,1
33,25840.66,1.2,17594.62,36,9.66,617,4,0,1588.463885125137,-1,0
41,22188.22,1.2,56601.14,36,10.34,583,2,0,13.610295320627529,-1,1
34,45009.72,12.5,36294.86,24,7.039999999999999,748,4,0,2125.1372714137515,-1,1
18,37955.7,1.7,91112.84,36,8.379999999999999,681,4,0,291.83057740990625,-1,0
46,41178.28,0.8,9428.4,60,9.24,638,4,0,3234.7052145770144,-1,0
20,84309.43,5.9,5784.83,48,10.74,563,0,0,6877.003242547766,-1,1
45,43981.14,2.0,2788.1,12,5.940000000000001,803,4,0,3425.210070542349,-1,0
36,18161.5,4.0,12712.69,12,7.219999999999999,739,2,0,412.1808920612784,-1,0
41,21710.12,0.3,9674.73,48,5.719999999999999,814,1,0,1583.2052559675767,-1,0
30,73796.02,0.5,7187.18,36,12.2,490,2,0,5910.263980399913,-1,0
45,24722.15,13.8,7556.19,12,7.959999999999999,702,4,0,1403.0178093553275,-1,0
32,45836.43,9.9,9548.02,60,9.18,641,4,0,3620.6661566883045,-1,0
43,23621.29,4.5,12694.91,36,14.24,388,4,0,1533.0776377986022,-1,0
21,52073.05,2.1,20853.53,48,6.58,771,0,0,3844.11054674887,-1,0
22,84704.65,9.0,8403.33,36,5.0,850,1,1,6806.865494566784,-1,0
40,126008.71,11.1,51029.64,36,7.98,701,3,0,8902.11316267954,-1,0
44,54764.42,0.2,19024.07,60,8.18,691,2,0,4176.321206526544,-1,0
38,15000.0,1.5,7625.93,48,9.879999999999999,606,3,0,1057.0258945735175,-1,0
25,15000.0,5.9,44120.14,48,10.26,587,1,1,125.48222774258056,-1,0
32,53883.07,2.8,10114.81,36,6.119999999999999,794,2,0,4181.993451991816,-1,0
38,77762.04,0.4,7701.7,24,6.6,770,4,0,6136.739936593468,-1,0
43,15000.0,2.9,7155.27,24,11.68,516,5,1,914.2448689797784,-1,0
21,15000.0,11.8,31073.24,36,8.92,654,2,1,263.03581935680234,-1,0
21,15000.0,9.6,27785.09,36,8.78,661,4,0,369.28375518135476,-1,0
21,40392.97,3.2,11194.01,24,10.78,561,7,0,2845.4948480080607,-1,1
34,128426.79,0.6,17157.29,48,10.48,576,6,0,10263.113589033452,-1,0
40,35872.92,4.6,50352.68,60,8.76,662,4,0,1950.026478632899,-1,0
22,36312.16,14.8,6687.73,12,7.68,716,2,0,2445.2472356574162,-1,0
34,44468.54,4.6,21239.28,24,8.2,690,4,2,2743.1780241181978,-1,0
64,67856.75,4.3,4626.2,48,9.04,648,2,0,5539.518096448637,-1,1
24,49969.99,2.9,38276.8,48,11.44,528,2,0,3166.683153467784,-1,1
31,56401.86,5.1,29412.5,48,9.719999999999999,614,1,0,3958.1268381969608,-1,0
31,47909.23,2.9,28014.53,36,9.0,650,4,0,3101.581268739452,-1,0
31,25948.82,5.2,56074.82,36,9.86,607,1,0,356.70846593922147,-1,0
32,15000.0,4.6,17510.21,36,11.04,548,3,0,676.4064434096392,-1,0
49,48098.24,3.1,24885.2,60,8.82,659,5,0,3493.7820948058234,-1,0
32,53847.1,2.8,22483.04,24,11.02,549,3,1,3439.1636648344593,-1,0
28,37328.65,3.5,34214.99,36,5.84,808,1,0,2072.3132014066064,-1,1
55,15000.0,7.6,25332.68,60,11.24,538,1,0,696.1692357941054,-1,1
34,21675.04,1.4,7580.84,48,9.5,625,3,0,1615.7988539328353,-1,0
55,15000.0,7.4,15307.3,24,9.299999999999999,635,5,0,548.5810811905611,-1,0
20,129835.61,1.8,10934.01,36,9.28,636,4,0,10470.508948420305,-1,0
47,60772.75,8.1,5939.13,48,7.98,701,3,0,4919.460064225177,-1,1
46,22623.64,0.5,25661.26,24,6.0,800,2,0,747.9806302786501,-1,0
43,18565.97,9.3,46609.16,36,6.539999999999999,773,4,0,117.79114966403722,-1,0
27,26804.01,0.9,14844.33,12,7.799999999999999,710,5,0,943.7548489463088,-1,0
24,20567.96,7.4,20719.07,36,9.0,650,5,0,1055.1357797040744,-1,0
36,51819.19,3.5,3523.27,48,10.76,562,3,0,4227.615174920827,-1,0
46,60134.58,8.6,18959.38,36,8.879999999999999,656,6,0,4409.370099156627,-1,0
38,15000.0,7.2,23942.08,12,10.0,600,1,0,-854.8892053318755,-1,0
28,41368.09,8.3,8151.87,24,8.84,658,3,0,3075.522904442642,-1,0
28,18062.09,1.8,24194.15,48,8.52,674,1,1,908.6009403858819,-1,1
46,18077.62,0.8,12343.94,36,11.299999999999999,535,7,0,1100.5876257680893,-1,1
49,17708.06,2.5,11446.3,36,10.64,568,2,1,1102.8828721287314,-1,0
29,46859.97,3.3,4481.44,24,9.36,632,3,0,3699.523054964145,-1,0
36,56798.76,2.5,9792.55,48,7.26,737,3,0,4497.552149041843,-1,0
42,27383.05,0.7,17559.46,24,12.32,484,1,0,1452.7095918125206,-1,0
47,52959.04,4.1,5479.83,36,6.359999999999999,782,1,0,4245.65097471541,-1,1
27,16980.58,6.5,23322.79,48,9.9,605,4,1,824.641559580181,-1,0
32,81985.48,3.4,5427.69,36,8.28,686,3,1,6661.337291928877,-1,0
33,31183.41,6.6,7810.85,48,12.58,471,2,0,2390.696509006134,-1,0
42,31139.09,1.1,67884.35,36,9.1,645,0,0,433.05917310742007,-1,0
23,77715.07,1.7,83580.66,24,8.459999999999999,677,2,0,2678.5697054600387,-1,0
29,20120.26,0.6,31000.08,36,8.26,687,1,0,701.5359570056622,-1,0
24,53235.42,6.0,66467.9,36,10.6,570,4,0,2272.7803192798847,-1,0
31,137761.05,0.8,8960.38,36,12.879999999999999,456,3,0,11178.694531275753,-1,0
27,16316.63,6.1,11869.19,48,9.56,622,3,1,1061.1876863381387,-1,0
35,19713.66,5.7,16748.15,36,5.759999999999998,812,7,0,1135.1131077880752,-1,0
40,45712.94,0.9,3501.0,48,9.98,601,5,0,3720.650884971327,-1,0
24,21524.45,4.3,4567.75,36,7.92,704,5,1,1650.7359988680687,-1,0
46,24109.35,3.5,34190.92,24,8.32,684,0,0,457.75496196932727,-1,0
33,22698.04,14.4,27980.85,36,12.32,484,6,1,957.8563674753515,-1,0
19,27471.62,0.7,27752.89,48,6.539999999999999,773,3,3,1630.6310617177237,-1,0
26,44140.02,0.2,32153.63,36,6.879999999999999,756,3,0,2687.287437882309,-1,0
39,35400.7,4.1,20468.49,36,9.18,641,3,0,2297.449734768754,-1,0
30,57181.33,2.2,24989.19,36,8.82,659,2,0,3972.5530689895727,-1,0
27,104669.65,6.3,20488.89,36,9.08,646,4,0,8070.166477532523,-1,0
39,50020.12,0.5,15392.02,60,13.64,418,3,1,3813.064186612697,-1,1
31,24684.5,9.6,17385.91,12,11.6,520,2,0,515.5760490501916,-1,0
40,26778.77,5.7,11054.03,12,7.879999999999999,706,2,0,1270.6046737400136,-1,0
23,17399.3,5.2,28432.98,60,7.16,742,8,0,884.7857542021521,-1,0
18,15000.0,4.8,4665.25,48,8.18,691,4,1,1135.7130245980352,-1,0
20,31463.94,5.7,24049.37,48,10.72,564,1,0,2003.6915437587684,-1,1
55,52450.15,0.9,14486.45,12,8.0,700,4,1,3110.692304808822,-1,1
25,15000.0,1.3,6131.05,36,13.12,444,1,0,1043.066145936106,-1,0
41,57978.83,3.1,28673.53,36,10.62,569,4,0,3897.9860846813617,-1,1
46,54724.63,5.1,25170.73,36,8.1,695,2,0,3770.464947930098,-1,0
35,55982.95,6.8,9133.61,48,11.18,541,2,0,4428.383714408858,-1,0
32,72523.59,3.3,12914.47,36,9.56,622,4,1,5629.5816206489335,-1,0
38,50052.24,2.0,10947.53,36,7.719999999999999,714,4,0,3829.3765268795432,-1,0
35,15000.0,3.9,14007.38,36,10.959999999999999,552,2,0,791.6816384379083,-1,0
30,31998.2,6.9,22971.79,24,9.219999999999999,639,3,0,1614.7360683505385,-1,0
34,104471.21,6.1,6922.56,36,12.34,483,4,0,8474.88033505073,-1,1
43,130437.96,6.4,46606.54,48,11.84,508,4,1,9646.159197876988,-1,0
24,19953.55,6.8,11363.98,36,9.799999999999999,610,1,0,1297.178301667022,-1,1
37,115398.57,0.9,5257.47,60,10.26,587,3,0,9504.16802049378,-1,0
27,57082.81,0.7,7731.56,36,5.620000000000001,819,3,1,4523.020707423361,-1,1
29,15000.0,4.9,3740.2,36,9.56,622,1,0,1130.0854313844193,-1,0
44,32860.33,6.5,56164.89,24,7.640000000000001,718,4,0,207.38671008419487,-1,0
34,55915.98,2.6,15826.29,36,7.48,726,1,0,4167.514328094952,-1,0
55,29946.34,3.8,14636.9,24,11.84,508,4,0,1807.6117719792003,-1,0
30,43422.36,0.3,35892.85,24,9.24,638,2,1,1974.819181728477,-1,0
35,18721.07,2.1,49103.99,60,5.0,850,5,1,633.4362985234876,-1,0
33,58053.31,1.3,12708.95,36,7.66,717,2,0,4441.513902153909,-1,0
27,28869.57,0.4,22083.74,36,5.34,833,8,0,1740.5515962583547,-1,0
38,43102.76,6.2,9172.72,48,6.359999999999999,782,2,1,3374.9578369224023,-1,0
32,17645.32,5.3,10084.56,36,5.699999999999999,815,3,0,1165.0204087625673,-1,0
19,26820.36,3.6,2263.23,48,8.98,651,4,0,2178.7309162757747,-1,0
41,49009.92,8.2,12361.49,36,10.0,600,2,0,3685.2894881752486,-1,0
30,25638.27,6.4,6655.81,36,7.52,724,6,0,1929.4242804921048,-1,1
45,55769.24,2.4,14467.11,24,8.24,688,5,0,3991.543758569788,-1,0
31,83021.52,12.5,7207.61,48,14.1,395,2,1,6721.139667938847,-1,1
29,130056.51,10.0,24525.6,48,10.9,555,5,0,10205.355928780236,-1,1
36,112047.61,5.3,10810.93,36,9.719999999999999,614,2,2,8989.881991203298,-1,0
34,35706.21,2.9,12397.28,60,5.879999999999999,806,2,1,2736.534485809455,-1,0
36,35027.65,4.8,4295.3,24,10.16,592,3,0,2720.4471827316993,-1,0
46,63264.09,5.7,36034.22,48,7.24,738,4,0,4405.105248077168,-1,1
41,67175.13,1.5,56842.3,48,9.0,650,4,0,4183.40445586813,-1,0
37,29425.04,15.6,7905.7,12,7.779999999999999,711,5,0,1765.186153041529,-1,0
18,41803.98,6.5,8570.26,48,8.799999999999999,660,3,1,3271.206677845742,-1,0
40,107796.2,3.0,16706.05,48,8.48,676,3,0,8571.398605703063,-1,0
36,40895.67,3.2,21972.15,48,8.24,688,3,0,2869.0893588891404,-1,0
21,23495.27,2.2,8759.96,36,9.66,617,2,1,1676.6761686976358,-1,0
40,15000.0,0.8,27766.97,24,6.16,792,5,0,17.34810065535885,-1,0
45,21150.85,2.0,13502.33,36,14.219999999999999,389,3,0,1299.6491337384196,-1,0
33,45284.35,11.3,7845.19,24,7.039999999999999,748,7,0,3422.3041642766802,-1,0
25,34314.63,8.0,12602.88,36,9.879999999999999,606,1,0,2453.602679607228,-1,0
39,26269.1,0.9,17151.48,24,9.76,612,2,0,1399.5364369658398,-1,0
22,69198.69,8.2,25286.25,60,7.4,730,5,0,5261.073660032018,-1,0
25,65692.48,4.9,3857.74,36,9.9,605,1,0,5350.075954674973,-1,0
40,33363.46,3.3,4644.94,48,8.98,651,2,1,2664.7429111031565,-1,0
48,27230.8,5.2,2274.65,36,8.9,655,2,0,2197.0058900698336,-1,0
29,45757.22,4.3,17179.24,60,7.699999999999999,715,1,0,3467.229903839216,-1,0
33,39366.4,1.0,3686.27,12,9.64,618,4,0,2957.0685132232043,-1,0
27,30278.01,15.4,19880.85,24,10.12,594,3,0,1604.665632700372,-1,0
26,64233.43,11.0,13016.27,24,11.0,550,1,0,4746.125627251056,-1,0
19,46066.81,3.9,8651.27,36,8.52,674,5,0,3565.721362388941,-1,0
23,104384.37,3.1,24615.77,24,6.719999999999999,764,1,0,7599.707960220536,-1,0
28,16888.06,2.1,13400.48,36,8.14,693,2,0,986.5499897146842,-1,0
24,31007.8,0.1,14493.35,36,12.0,500,4,0,2102.5967162072466,-1,1
19,53400.16,9.7,4638.61,24,6.9399999999999995,753,2,0,4242.456949715506,-1,0
33,21114.62,6.5,36566.75,12,10.64,568,3,1,-1466.141189844792,-1,1
35,83972.63,4.2,5129.28,48,11.34,533,2,0,6864.301734801309,-1,1
33,22043.33,6.6,8491.57,36,8.08,696,6,1,1570.5357281459835,-1,0
35,44292.69,0.6,7319.17,48,6.959999999999999,752,4,1,3515.9266615666957,-1,0
34,25326.2,7.3,11762.21,12,7.5600000000000005,722,6,0,1089.7318564993848,-1,0
25,35006.42,4.4,2155.26,24,7.76,712,2,1,2819.960838774843,-1,0
27,27202.91,9.1,13986.72,36,10.2,590,1,0,1814.2825773911663,-1,1
41,15000.0,5.8,22474.68,36,7.08,746,2,0,555.2247709661981,-1,0
25,46785.82,4.4,13950.47,48,11.06,547,3,2,3537.854524403655,-1,0
25,72443.32,1.3,7619.31,12,9.86,607,4,0,5367.5809473498375,-1,0
34,15000.0,3.0,20986.7,24,9.16,642,6,1,289.68663183056003,-1,1
39,39154.38,1.8,16982.95,12,6.959999999999999,752,3,0,1793.698744385763,-1,0
18,15000.0,8.4,9199.88,12,8.7,665,6,0,446.7362200658762,-1,1
