age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,loan_defaulted,debt_to_income_ratio,loan_term_risk
42,59458.69,5.7,13661.9,36,5.91,752,1,0,4539.83,0,0.22977129163121487,17.73
26,22806.26,0.7,11315.86,48,10.2,630,2,0,1612.43,1,0.4961734190524883,40.8
38,24799.8,4.1,14087.17,36,7.8,694,5,0,1626.51,1,0.5680356293195913,23.4
39,40760.54,1.6,37499.27,12,5.31,837,0,0,181.16,1,0.9199895290886724,5.31
23,67205.82,0.4,5136.1,24,11.44,552,6,0,5360.05,1,0.07642344070796249,22.88
37,25390.2,5.3,8197.4,60,8.38,667,3,0,1948.14,0,0.322856850280817,41.900000000000006
30,45377.82,5.4,37863.53,12,7.94,720,5,1,488.85,0,0.834406104127523,7.94
39,41276.15,7.7,100000.0,36,8.52,672,5,0,282.0,1,2.4227065751045096,25.56
24,21961.83,9.0,27776.79,48,7.59,712,2,0,1157.37,0,1.2647757495618535,30.36
41,16699.14,2.2,4744.79,24,10.32,604,4,0,1171.95,0,0.28413379371632314,20.64
36,17509.13,18.0,13243.52,60,7.09,755,5,0,1196.29,0,0.756377958242357,35.45
30,29691.17,1.4,70643.49,36,12.02,510,1,0,127.21,1,2.3792760608625394,36.06
36,146586.13,1.0,15066.95,36,7.68,703,1,0,11745.59,0,0.10278564554504577,23.04
28,56499.84,4.0,3668.97,24,9.31,661,7,0,4540.18,0,0.06493770601828253,18.62
32,15000.0,10.1,20948.8,60,7.67,696,0,0,828.53,0,1.3965866666666666,38.35
29,18155.0,1.4,6133.62,48,7.34,717,3,0,1365.07,0,0.3378474249518039,29.36
47,39850.06,0.0,3530.35,24,9.73,620,2,0,3158.37,0,0.08859083273651282,19.46
23,45021.8,2.0,19044.39,48,8.42,702,3,0,3283.12,0,0.42300374485249365,33.68
27,27549.07,0.6,9270.23,36,11.25,527,1,0,1991.16,0,0.3364988364398508,33.75
20,38183.85,9.5,8272.32,60,9.33,662,3,1,3008.94,0,0.21664447141919949,46.65
24,20199.53,1.0,28499.62,36,9.6,608,3,0,769.03,1,1.4109051052177948,28.799999999999997
49,30038.14,2.1,15903.87,36,8.51,700,4,0,2001.06,1,0.5294558850847623,25.53
27,25755.13,1.6,10028.24,48,12.12,511,4,0,1881.59,1,0.3893686422860222,48.48
31,26397.81,15.1,9724.8,48,6.77,731,3,1,1967.98,0,0.36839419633674153,27.08
18,15000.0,0.5,19969.33,48,13.7,418,4,0,707.31,0,1.3312886666666668,54.8
37,46526.97,4.0,31465.9,36,8.33,668,5,0,2886.42,1,0.6762937711181278,24.990000000000002
32,17992.11,3.6,7337.08,24,10.63,586,2,1,1158.64,1,0.4077943053927527,21.26
49,80742.33,15.8,10463.12,24,9.32,666,0,1,6248.98,0,0.1295865502023536,18.64
32,15000.0,1.7,2290.7,36,6.19,754,1,0,1180.12,0,0.1527133333333333,18.57
28,15904.19,8.5,10623.79,12,7.68,695,1,1,402.77,0,0.6679868638390261,7.68
34,209455.47,9.2,25439.69,36,8.59,638,3,0,16650.49,1,0.12145631718283605,25.77
42,22672.52,12.2,17597.34,12,10.87,556,2,0,335.16,1,0.7761528052461747,10.87
21,46517.11,4.9,2534.84,48,9.22,642,2,0,3813.08,0,0.05449263722531344,36.88
27,28936.74,13.7,6966.05,48,8.54,675,3,0,2239.56,0,0.24073375231625954,34.16
50,36002.51,0.1,2532.48,36,8.75,690,4,0,2919.97,0,0.0703417622826853,26.25
45,57711.72,5.6,6946.33,60,8.5,710,6,1,4666.8,0,0.12036255374125047,42.5
28,63277.41,3.0,8705.19,48,10.02,628,4,2,5052.25,0,0.1375718443596222,40.08
18,56565.05,9.0,13920.26,36,7.27,766,1,0,4282.22,0,0.2460929496217187,21.81
38,15000.0,1.4,24863.66,12,6.7,756,3,0,-897.93,1,1.6575773333333332,6.7
36,161898.49,5.7,6443.66,24,7.13,737,7,1,13202.66,0,0.03980061827630388,14.26
22,38096.42,2.4,10266.46,24,10.2,634,6,0,2700.01,0,0.26948621419020474,20.4
33,89734.05,4.5,23962.71,24,9.25,675,3,0,6380.36,0,0.26704144079087033,18.5
49,64516.55,8.5,13887.76,36,6.51,749,6,0,4950.67,0,0.21525887543583777,19.53
31,34760.62,1.7,7565.0,36,7.36,691,4,0,2661.89,0,0.21763133108672975,22.080000000000002
34,19211.1,8.5,7907.24,48,10.94,566,1,1,1396.79,0,0.41159746188401497,43.76
31,89913.55,0.9,3920.98,48,10.41,624,4,0,7392.58,0,0.043608332670659763,41.64
18,36722.17,9.3,32867.24,24,14.91,381,3,0,1467.96,0,0.8950244498078409,29.82
24,15000.0,1.5,9318.78,24,11.19,567,2,0,814.85,0,0.621252,22.38
37,15710.14,4.2,1622.37,36,9.23,647,5,0,1257.41,0,0.10326897150502796,27.69
38,31309.52,0.4,5148.2,60,10.37,591,1,0,2498.8,0,0.16442922152750983,51.849999999999994
18,29480.17,0.5,44364.98,48,8.29,657,7,3,1367.55,1,1.5049092322059203,33.16
31,33100.45,3.1,23700.75,24,12.26,503,2,0,1639.81,1,0.7160250087234464,24.52
24,48477.2,0.6,17848.49,12,6.93,753,1,1,2495.97,0,0.3681831871477726,6.93
18,48993.27,4.7,28173.78,36,8.01,710,3,1,3199.78,0,0.5750540839588785,24.03
41,17499.9,3.6,8272.58,36,8.31,624,3,0,1197.91,0,0.4727215584089052,24.93
35,49612.42,6.4,12038.84,48,8.37,686,3,0,3838.37,1,0.24265778609469163,33.48
50,15000.0,2.3,5132.94,48,11.31,524,1,0,1116.56,0,0.342196,45.24
43,110906.65,5.3,23279.04,48,10.42,583,5,1,8647.1,0,0.2098976030742972,41.68
32,31025.24,7.9,23448.48,36,8.2,679,4,0,1848.48,0,0.7557872235637823,24.599999999999998
41,20465.86,1.5,3606.62,48,6.27,790,3,1,1620.34,0,0.17622616396281415,25.08
43,23139.34,1.6,2590.91,24,7.36,716,5,0,1811.85,0,0.11196991789739896,14.72
42,65787.54,9.1,8713.67,36,10.0,605,4,0,5201.13,0,0.132451677019691,30.0
34,37456.83,3.0,18148.08,12,11.06,516,1,0,1516.94,1,0.48450656395642666,11.06
35,24809.9,3.0,21937.06,12,7.38,705,4,0,165.5,0,0.8842059016763469,7.38
29,20207.97,0.7,5605.56,48,14.44,322,4,1,1529.58,0,0.2773935234464422,57.76
70,22424.6,5.5,23570.21,48,8.6,666,4,0,1286.64,1,1.0510871988798016,34.4
34,30709.67,1.3,5358.27,36,5.22,841,2,0,2398.02,1,0.17448152324658653,15.66
52,15000.0,4.6,14058.15,48,4.89,850,3,1,926.95,0,0.93721,19.56
21,51415.3,0.7,7001.85,48,9.94,635,1,0,4107.23,0,0.13618222591329818,39.76
41,37723.49,4.1,9226.39,48,7.73,729,2,1,2919.55,0,0.24457943843477897,30.92
21,39785.19,2.1,15554.88,12,6.47,798,1,1,1973.32,0,0.3909716153171569,6.47
30,56829.81,1.1,3423.9,24,8.08,667,0,1,4580.84,0,0.06024830982190509,16.16
42,87820.42,9.2,22604.73,48,6.95,715,1,0,6777.59,0,0.2573971975993738,27.8
51,15084.09,6.0,62321.43,48,7.52,765,1,1,-250.44,1,4.131600249004083,30.08
28,36533.19,5.3,37338.88,48,7.15,723,2,0,2147.71,0,1.0220536449184974,28.6
38,25588.37,1.3,9877.99,60,8.62,651,3,0,1929.13,0,0.3860343585777445,43.099999999999994
19,15000.0,0.8,19616.98,12,11.22,539,6,1,-485.8,1,1.3077986666666666,11.22
31,113150.09,0.5,7473.26,12,8.19,703,1,0,8778.43,0,0.06604731821247337,8.19
21,28974.59,10.0,11114.25,48,10.07,590,3,2,2132.29,1,0.3835861007869309,40.28
25,94048.85,11.7,13549.78,48,8.78,668,4,0,7501.63,0,0.1440717244283157,35.12
18,15000.0,3.3,52360.35,24,12.73,477,2,0,-1232.67,1,3.49069,25.46
35,28178.61,2.0,2336.49,48,8.77,661,4,0,2290.33,0,0.08291714885865555,35.08
41,21669.63,0.3,7256.03,48,10.74,565,1,0,1619.18,0,0.3348478954186112,42.96
35,242891.92,13.8,63859.02,48,10.53,595,3,0,18605.06,0,0.2629112569903519,42.12
37,19858.46,4.1,19115.02,36,12.03,530,4,0,1019.71,1,0.9625630587668934,36.089999999999996
25,51780.45,1.3,32482.74,36,8.57,688,3,0,3288.58,0,0.6273166803301247,25.71
32,28372.76,0.5,30551.85,12,7.4,723,3,0,-284.79,1,1.076802186322374,7.4
25,62884.63,5.8,18529.89,24,11.05,556,1,0,4376.32,0,0.29466484894639594,22.1
34,90127.35,0.9,23955.11,48,9.69,615,3,0,6906.61,0,0.26579179350108484,38.76
33,61968.11,3.9,51801.08,12,8.05,695,3,1,656.72,0,0.8359312556087317,8.05
20,51601.01,3.6,9303.98,12,4.69,850,6,0,3504.91,0,0.1803061606739868,4.69
26,103216.62,12.1,16266.86,24,11.63,554,3,0,7838.46,0,0.1575992315966169,23.26
30,21521.32,9.2,21191.2,48,10.56,617,4,0,1250.26,0,0.9846607921818923,42.24
31,148728.77,3.7,17556.41,36,8.76,678,4,0,11837.73,0,0.11804313314767546,26.28
50,46058.62,5.1,25469.45,60,9.1,639,3,0,3308.28,1,0.5529790080553868,45.5
35,139718.76,1.7,47685.86,24,9.41,599,1,0,9455.73,0,0.34129890646037797,18.82
46,23674.84,15.4,39137.16,36,4.73,849,3,1,804.67,0,1.653111911210382,14.190000000000001
38,40085.91,4.2,10181.38,60,7.46,733,3,0,3136.67,0,0.2539889951356973,37.3
40,95424.09,29.8,4246.79,24,6.44,743,2,0,7762.94,0,0.04450438039283372,12.88
33,117612.27,1.2,58142.05,60,8.26,655,6,0,8614.86,0,0.49435360783360444,41.3
43,151972.85,2.3,15769.15,12,8.79,601,4,0,11286.9,0,0.103762941867577,8.79
61,27913.07,11.4,37349.02,36,5.31,836,1,0,1201.5,0,1.338047731761501,15.93
18,31858.13,5.1,17468.71,36,6.25,750,3,0,2121.43,0,0.5483281661541339,18.75
24,45142.84,1.2,2609.93,36,12.84,421,5,0,3674.17,1,0.05781492701832672,38.519999999999996
23,93675.96,5.0,23925.12,48,8.6,684,3,0,7215.49,0,0.2554029870630629,34.4
35,44131.15,8.9,33904.09,36,11.14,551,5,0,2565.37,0,0.7682575686334935,33.42
40,15919.67,0.2,1902.68,12,13.29,458,2,0,1156.44,0,0.11951755281359476,13.29
47,181675.68,3.9,13239.32,12,11.35,557,2,0,13967.36,0,0.07287337523657542,11.35
24,26766.33,3.5,3851.83,36,9.88,600,4,0,2106.46,0,0.1439057950791162,29.64
31,30038.03,3.6,2514.5,24,7.47,717,2,2,2390.05,0,0.08371054959329889,14.94
55,28829.12,6.2,41822.84,48,8.56,611,4,0,1370.38,1,1.450715110277386,34.24
50,58337.77,0.5,20793.53,48,8.69,638,1,0,4347.09,1,0.3564334049793127,34.76
27,19903.02,8.7,17893.9,36,7.66,716,1,0,1100.66,0,0.8990545153449075,22.98
35,15000.0,2.1,23060.71,48,10.23,626,1,1,662.57,0,1.5373806666666665,40.92
35,15000.0,5.1,18228.09,48,7.96,651,3,0,805.34,0,1.215206,31.84
30,15000.0,3.6,10209.35,36,5.08,850,3,1,943.65,0,0.6806233333333334,15.24
18,71456.36,1.4,15554.56,60,6.2,822,2,1,5652.53,0,0.2176791541018882,31.0
38,51146.45,6.0,15467.26,12,12.69,482,3,0,2882.96,1,0.302411213290463,12.69
18,15000.0,8.1,9048.41,36,11.1,591,6,0,953.34,1,0.6032273333333333,33.3
29,60231.08,9.7,17824.11,36,10.8,572,5,0,4437.4,1,0.2959287796267309,32.400000000000006
31,24510.03,0.9,9164.0,24,9.03,655,5,0,1623.72,0,0.3738877512593824,18.06
25,59029.24,3.2,16566.91,36,8.89,625,0,0,4393.13,0,0.2806559935381177,26.67
38,18458.6,7.6,22148.19,48,7.66,718,4,0,1001.04,0,1.1998846066332225,30.64
18,21042.91,6.7,13036.94,24,8.9,653,5,0,1158.58,0,0.619540738424486,17.8
25,27843.77,1.3,32615.14,36,8.44,661,4,0,1291.64,1,1.1713622113672106,25.32
49,34719.52,9.6,11129.45,36,5.95,805,2,1,2554.97,0,0.32055310672497783,17.85
37,43682.65,0.9,6376.03,60,9.96,603,4,2,3504.87,0,0.1459625274565531,49.800000000000004
28,32447.11,2.4,9697.83,24,8.42,696,0,0,2263.46,1,0.29888116383862845,16.84
18,15000.0,0.6,9941.85,48,6.66,750,4,1,1013.5,0,0.66279,26.64
38,15000.0,0.2,7693.93,36,8.7,657,2,0,1006.41,0,0.5129286666666667,26.099999999999998
39,111590.51,0.1,31289.58,60,10.68,577,3,0,8623.88,0,0.28039642439128565,53.4
47,142732.62,2.1,46957.76,48,7.1,750,2,0,10767.74,0,0.32899108837209046,28.4
18,72914.91,4.0,24254.95,36,8.58,615,1,0,5309.67,0,0.33264732823506193,25.740000000000002
33,28085.82,6.3,9734.35,48,7.39,696,4,2,2105.62,0,0.34659304944630426,29.56
21,33078.1,9.2,41443.66,24,9.83,518,1,0,847.34,0,1.2529032804181621,19.66
25,44320.24,3.0,100000.0,60,11.88,515,1,1,1474.97,0,2.2563054712700112,59.400000000000006
18,80660.91,1.8,17365.78,48,8.74,665,1,0,6291.73,1,0.21529362859903264,34.96
40,23129.05,4.8,38317.87,36,4.52,850,2,0,787.24,0,1.6566988268000633,13.559999999999999
45,18612.56,5.9,18575.0,36,8.72,692,3,0,962.78,0,0.9979820078484636,26.160000000000004
39,32505.88,0.0,9185.29,48,6.27,783,7,0,2491.97,0,0.2825731836824599,25.08
36,32554.28,11.2,27127.45,36,10.21,628,4,0,1834.85,0,0.833299031648066,30.630000000000003
32,94901.54,0.1,6385.99,48,8.1,628,5,0,7752.26,0,0.06729068885499645,32.4
43,15000.0,1.0,21194.21,48,10.53,539,1,1,707.05,1,1.4129473333333333,42.12
60,72414.65,2.0,3001.14,24,7.64,757,2,0,5899.31,0,0.04144382386713186,15.28
38,92463.87,3.1,5950.9,48,10.79,566,5,0,7552.12,0,0.0643591924067206,43.16
26,44128.89,5.7,21848.28,12,10.35,610,6,0,1753.04,0,0.49510150833161676,10.35
23,17031.92,7.2,4512.52,24,8.11,675,4,1,1215.01,1,0.26494487996655697,16.22
28,36699.7,3.5,6392.67,60,7.96,685,4,1,2928.81,0,0.1741886173456459,39.8
24,86088.18,4.7,14599.5,48,8.08,754,2,0,6817.05,0,0.1695877413136159,32.32
37,95343.16,0.6,16166.87,60,11.47,515,2,0,7589.96,0,0.16956507420144246,57.35
30,45122.24,0.6,46538.26,36,6.43,769,1,0,2335.32,0,1.0313818640209351,19.29
28,41155.0,9.6,9930.13,24,10.02,601,4,1,2971.27,0,0.241286113473454,20.04
41,34020.46,1.3,9464.69,48,8.67,690,3,2,2600.99,0,0.278205820850159,34.68
41,31886.44,2.0,9382.51,36,9.07,628,1,1,2358.54,0,0.2942476488438346,27.21
43,20468.92,0.6,6775.28,36,8.2,675,4,1,1492.81,0,0.33100329670544415,24.599999999999998
20,32466.79,2.7,10171.75,48,9.4,638,6,0,2450.5,0,0.31329706447727046,37.6
48,15000.0,6.8,4602.16,12,7.47,726,1,0,850.79,0,0.3068106666666667,7.47
40,18638.74,8.9,44657.55,12,8.53,692,6,1,-2342.41,0,2.395953267227291,8.53
22,23378.22,1.7,8971.81,24,8.66,624,4,1,1539.71,1,0.3837678830980288,17.32
48,15486.91,2.6,25825.44,60,8.18,693,4,1,764.7,0,1.6675657054893454,40.9
38,145552.32,0.3,6637.39,36,11.24,578,7,0,11911.3,0,0.0456014029869122,33.72
23,54762.52,3.2,8966.82,36,7.26,766,2,0,4285.61,0,0.16374009085045757,21.78
39,20518.57,23.7,31479.78,24,8.93,630,4,1,272.75,1,1.5342092553233486,17.86
19,30671.07,0.3,17292.28,48,7.15,717,4,0,2140.63,0,0.5637977416503565,28.6
37,97546.33,2.7,25425.54,24,9.29,653,0,0,6963.92,0,0.26065091326347184,18.58
54,34648.81,4.9,15717.04,24,9.23,613,1,0,2167.71,0,0.45360980651283556,18.46
18,58327.08,1.4,42433.94,48,7.16,772,4,0,3841.3,0,0.7275169612468171,28.64
21,17397.29,1.7,5550.16,48,8.63,689,8,0,1312.63,0,0.31902439977720665,34.52
29,60740.62,2.4,7152.87,36,8.23,702,4,0,4836.81,0,0.11776089871983525,24.69
32,148187.94,1.3,9150.65,36,11.69,499,2,0,12046.42,1,0.061750301677720866,35.07
51,50112.8,0.4,14636.29,48,6.07,805,0,0,3831.86,0,0.29206689708018707,24.28
41,35426.16,7.4,7008.68,48,10.19,591,2,0,2773.78,1,0.19783911098465087,40.76
35,57825.59,4.9,14469.18,24,8.47,679,2,0,4161.29,0,0.2502210526516029,16.94
18,37255.48,0.9,22292.57,36,9.73,595,4,0,2388.13,1,0.5983702263398565,29.19
36,57046.87,13.9,47294.39,36,4.08,850,5,0,3355.9,0,0.8290444331126318,12.24
42,31951.32,5.5,12353.3,36,5.67,850,5,0,2288.64,0,0.38662878403771733,17.009999999999998
43,183996.42,22.9,4712.34,48,10.68,546,2,1,15211.97,0,0.025611041780052024,42.72
42,53121.54,0.5,10938.51,24,9.58,677,2,1,3924.16,0,0.20591477581410478,19.16
50,108103.56,2.4,9946.6,36,7.36,697,3,0,8699.87,0,0.09200992085737048,22.080000000000002
29,47015.94,2.0,8993.99,48,6.75,755,4,0,3703.66,0,0.19129661131948014,27.0
41,67034.28,7.0,15254.89,36,6.03,807,3,0,5121.9,0,0.22756849182239294,18.09
28,124547.15,3.9,12521.08,36,7.4,728,3,0,9990.02,0,0.10053285041046704,22.200000000000003
32,88270.86,3.0,11319.92,48,9.27,614,1,0,7072.76,0,0.12824073539104525,37.08
37,18350.84,0.8,15805.98,60,9.47,636,1,0,1197.51,0,0.8613218795433887,47.35
42,72810.7,1.3,6498.04,60,9.28,590,4,0,5931.78,0,0.08924567405614835,46.4
34,56841.31,1.5,40606.64,48,11.29,534,3,0,3681.55,1,0.7143860688643524,45.16
33,68562.6,12.8,4184.96,24,10.51,557,3,1,5519.45,0,0.06103852537680893,21.02
33,52279.46,0.5,12376.73,48,10.05,626,1,0,4042.42,0,0.2367417337516493,40.2
27,23990.88,4.9,37898.85,48,10.14,610,2,0,1035.48,0,1.5797190432364296,40.56
35,30019.43,25.8,31193.55,36,13.02,471,2,0,1450.28,0,1.039112001793505,39.06
37,16359.64,2.6,9278.04,36,7.99,664,4,1,1072.61,1,0.567129839042913,23.97
23,28985.68,1.2,16045.75,36,8.02,672,1,0,1912.51,0,0.5535750756925488,24.06
41,62521.21,2.0,8709.09,36,5.86,835,3,0,4945.71,0,0.1392981677737843,17.580000000000002
42,17663.25,0.2,14060.51,24,9.21,593,1,0,828.23,1,0.7960318740888568,18.42
40,36870.45,5.9,16207.78,24,7.28,716,2,0,2344.81,0,0.4395872575463549,14.56
44,49179.34,12.6,3275.51,48,9.92,599,5,0,4015.33,0,0.06660337450644926,39.68
21,21653.0,3.7,2524.72,60,7.68,754,2,0,1753.61,0,0.11659908557705628,38.4
46,39443.9,0.9,22413.66,36,7.84,694,5,0,2586.28,0,0.5682414771358816,23.52
47,108615.82,6.3,6101.64,24,9.52,629,1,0,8771.11,0,0.05617634705515274,19.04
31,85688.42,2.3,12451.6,36,10.85,542,4,1,6733.94,0,0.14531251714058913,32.55
18,15000.0,1.7,5327.11,48,11.42,537,3,1,1111.23,0,0.35514066666666666,45.68
37,54295.31,5.7,16179.57,48,8.0,709,3,0,4129.62,0,0.2979920365129143,32.0
35,48995.64,2.0,6596.63,24,4.9,850,4,0,3793.86,0,0.1346370819934182,9.8
34,114892.07,1.0,35263.85,48,7.65,701,4,0,8719.23,0,0.3069302346106219,30.6
31,44587.55,0.9,7481.55,36,7.85,688,2,0,3481.7,0,0.16779459737079072,23.549999999999997
32,16122.74,8.7,1254.35,60,8.49,699,2,0,1317.83,0,0.07780005135603502,42.45
35,27424.14,6.4,5010.77,36,11.87,524,3,0,2119.23,1,0.18271384262186527,35.61
22,18549.3,9.8,48896.48,12,5.4,850,2,0,-2649.1,1,2.6360283137369067,5.4
19,66684.17,15.8,7225.87,36,7.93,712,4,0,5330.81,0,0.10835960018697091,23.79
24,91568.97,0.0,6671.33,12,12.95,418,2,0,7035.04,0,0.07285579383496396,12.95
20,76003.77,3.8,6488.1,48,6.28,789,4,0,6180.44,0,0.08536550226390086,25.12
45,119820.93,6.6,17771.6,24,11.18,541,4,0,9155.3,0,0.14831799419350192,22.36
48,35005.77,4.6,2352.24,48,10.42,560,3,0,2857.01,1,0.06719577943864682,41.68
26,65431.37,11.3,7177.02,36,6.91,759,0,0,5231.3,0,0.10968775374869882,20.73
31,22581.97,12.2,3450.89,36,9.04,623,4,1,1772.03,0,0.15281616262885833,27.119999999999997
18,71417.84,2.0,28445.89,36,9.85,569,1,1,5035.62,1,0.39830230093769287,29.549999999999997
21,15494.65,5.7,4209.27,24,10.44,591,7,0,1096.13,0,0.27165957282029607,20.88
34,59043.42,0.7,28681.59,48,7.99,675,2,0,4220.22,0,0.4857711494354494,31.96
37,131029.78,5.8,3845.22,24,10.95,583,1,1,10740.02,1,0.029346153217993647,21.9
47,27478.6,1.1,2628.53,36,11.92,586,3,0,2202.68,0,0.09565734789982024,35.76
33,149764.6,3.5,17480.82,36,5.28,810,2,1,11954.27,0,0.1167219756871784,15.84
19,76984.29,0.3,22788.16,36,13.24,449,1,0,5644.9,0,0.29601052370555087,39.72
22,15000.0,3.8,33814.5,36,11.78,556,0,0,130.42,1,2.2543,35.339999999999996
63,35160.78,11.9,51967.43,24,10.05,626,2,1,530.83,0,1.4779942310722345,20.1
49,23070.44,9.4,19412.42,36,12.0,530,6,0,1277.77,0,0.8414412555633962,36.0
24,16431.94,0.3,13544.9,48,7.52,691,2,1,1041.7,1,0.8243031559268109,30.08
35,223732.42,10.0,2966.6,36,11.3,569,2,1,18546.82,0,0.013259589289741736,33.900000000000006
19,25644.35,4.6,13580.86,24,10.32,631,3,1,1508.33,0,0.5295848793203962,20.64
38,15000.0,1.3,17996.86,12,10.66,510,4,0,-337.74,1,1.1997906666666667,10.66
18,25443.47,0.4,57452.07,48,12.14,509,3,0,603.4,0,2.2580280912941513,48.56
49,140289.13,1.2,34833.04,48,10.6,589,2,0,10797.23,1,0.24829464691954395,42.4
53,68120.91,1.1,12073.36,48,8.02,717,2,0,5381.88,0,0.17723427358794824,32.08
31,165929.21,16.8,27647.6,48,11.98,510,4,0,13099.64,0,0.16662286284614988,47.92
27,53720.44,2.6,39411.66,12,8.18,710,0,0,1045.06,0,0.7336436559343148,8.18
41,22072.24,0.2,25143.03,36,8.26,731,3,1,1048.44,0,1.139124529272969,24.78
33,15000.0,18.7,5435.5,60,8.22,687,0,0,1139.21,0,0.36236666666666667,41.1
31,32120.0,7.9,11134.93,48,7.75,710,5,1,2406.14,0,0.34666656288916564,31.0
41,78403.56,0.7,22295.67,36,11.89,501,1,0,5794.27,0,0.2843706331702285,35.67
34,25420.3,11.7,28780.83,60,8.65,668,4,0,1525.79,1,1.132198675861418,43.25
32,55552.21,0.2,2808.24,36,7.13,745,2,1,4542.47,0,0.05055136420315231,21.39
33,94594.62,13.1,3645.86,48,11.97,512,4,2,7786.93,0,0.03854193822016517,47.88
52,21753.37,3.4,9551.23,36,10.17,631,2,0,1503.83,0,0.43906898103604175,30.509999999999998
32,90089.43,7.7,60268.42,24,13.65,450,4,1,4623.75,1,0.6689843636484325,27.3
40,59022.72,4.5,7211.07,36,7.07,771,1,0,4695.67,0,0.12217447789596954,21.21
20,18168.33,4.8,11980.9,48,9.96,623,1,0,1210.39,1,0.6594387046030097,39.84
32,35512.72,4.3,6521.53,36,11.3,530,2,0,2744.96,1,0.18363927066132923,33.900000000000006
41,18923.96,0.7,18299.86,36,9.29,600,5,0,992.59,0,0.9670206447276364,27.869999999999997
30,41625.88,14.6,5101.99,12,14.4,386,2,0,3009.77,0,0.12256773910845849,14.4
46,108930.88,0.4,4471.45,36,9.99,596,4,1,8933.31,0,0.041048507090000554,29.97
18,15000.0,3.2,3439.68,48,11.89,493,3,0,1159.61,0,0.229312,47.56
28,22618.98,4.1,16306.13,24,6.93,764,6,0,1155.37,0,0.720904744599447,13.86
40,112883.44,1.0,25668.5,24,8.64,689,1,0,8238.53,0,0.2273894204499792,17.28
43,186838.04,0.2,28032.23,36,13.52,448,1,0,14618.28,0,0.15003491794283433,40.56
27,41058.6,2.5,15587.54,12,6.27,783,3,0,2078.05,0,0.3796412931760947,6.27
18,37931.06,9.5,1000.0,36,9.94,614,2,0,3128.68,0,0.026363618628111107,29.82
32,78456.52,0.2,21119.32,36,7.65,744,3,0,5879.65,0,0.2691850212066505,22.950000000000003
33,15000.0,2.5,23445.63,24,7.16,762,4,2,198.58,0,1.563042,14.32
41,16194.69,3.8,32793.48,48,12.63,497,6,0,475.8,0,2.024952623359879,50.52
50,50083.3,6.2,45034.97,48,7.47,691,4,0,3085.34,1,0.8992013305832482,29.88
28,119350.51,14.4,20848.07,36,7.75,679,4,1,9294.97,1,0.1746793541141969,23.25
18,24191.38,13.2,12478.07,36,11.79,567,2,0,1602.75,1,0.515806456680024,35.37
53,44795.25,0.1,2248.92,60,12.25,463,8,1,3682.63,1,0.05020443015721533,61.25
34,27654.73,0.5,22920.5,12,12.17,490,7,0,266.28,1,0.8288093935467821,12.17
21,30986.74,1.6,22898.7,36,12.18,531,1,0,1819.69,0,0.7389838363119192,36.54
18,18143.47,1.3,1593.41,48,5.88,830,1,0,1474.62,0,0.0878227814194308,23.52
38,111332.68,4.7,12046.93,36,8.66,645,1,0,8896.54,0,0.10820659306863,25.98
25,52151.08,3.1,17287.07,48,9.8,604,4,1,3909.14,0,0.3314805752824294,39.2
43,64064.11,1.6,2762.79,36,4.94,827,4,0,5255.95,1,0.04312539423399466,14.82
48,73300.25,7.5,4459.09,24,9.27,578,1,0,5904.09,0,0.060833216803489756,18.54
26,20868.01,10.0,7686.38,12,9.62,609,1,1,1064.6,0,0.3683331568271244,9.62
46,21435.8,10.6,11060.6,60,6.94,743,4,0,1567.62,0,0.5159872736263634,34.7
48,53242.53,0.1,22693.14,24,10.47,592,1,0,3384.77,0,0.42622204466992836,20.94
31,88408.29,4.6,18037.9,24,9.32,588,4,0,6540.65,0,0.20402950899740288,18.64
18,49343.76,1.1,12790.15,36,9.49,654,3,0,3702.33,0,0.25920501396731827,28.47
45,90572.68,0.2,6257.37,24,10.92,546,3,0,7256.31,1,0.0690867268143109,21.84
33,37906.46,6.2,21702.74,60,6.73,796,1,0,2731.89,0,0.5725340746669566,33.650000000000006
27,60047.32,1.2,52986.15,48,9.27,618,4,0,3678.58,0,0.8824065753475759,37.08
31,64368.55,5.8,4545.31,36,5.81,820,2,0,5226.16,0,0.07061383237621478,17.43
37,28015.45,2.2,31546.28,48,10.71,545,0,1,1523.73,0,1.1260315290313023,42.84
56,27773.39,6.5,16550.14,48,7.25,701,2,1,1916.21,0,0.595899168232614,29.0
51,52006.99,6.0,10948.82,48,5.79,811,4,0,4077.84,0,0.2105259312257833,23.16
41,30374.41,9.7,24379.27,48,5.72,830,4,0,1961.78,1,0.8026253020223274,22.88
34,56448.03,2.9,12424.36,48,9.94,565,4,0,4389.25,0,0.22010263245679257,39.76
24,46170.12,8.1,3672.31,12,7.47,766,2,0,3528.96,0,0.07953867133115529,7.47
39,21030.24,1.6,6370.22,36,10.11,597,3,0,1546.64,1,0.3029076225473413,30.33
25,26554.19,2.7,10538.46,12,8.13,683,4,0,1295.49,0,0.39686618194718043,8.13
33,21609.76,1.1,14007.06,48,10.14,606,5,1,1444.62,0,0.6481821177097756,40.56
29,30541.89,2.5,19269.26,48,7.2,708,4,0,2081.94,0,0.6309124942824429,28.8
